fecha,codigo_ciiu,actividad,indice
2017-01-01,A0127,Cultivo de plantas para bebidas,99.12
2017-02-01,A0127,Cultivo de plantas para bebidas,97.45
2017-03-01,A0127,Cultivo de plantas para bebidas,96.26
2017-04-01,A0127,Cultivo de plantas para bebidas,100.54
2017-05-01,A0127,Cultivo de plantas para bebidas,99.4
2017-06-01,A0127,Cultivo de plantas para bebidas,100.31
2017-07-01,A0127,Cultivo de plantas para bebidas,101.97
2017-08-01,A0127,Cultivo de plantas para bebidas,111.41
2017-09-01,A0127,Cultivo de plantas para bebidas,111.26
2017-10-01,A0127,Cultivo de plantas para bebidas,108.56
2017-11-01,A0127,Cultivo de plantas para bebidas,110.94
2017-12-01,A0127,Cultivo de plantas para bebidas,108.32
2018-01-01,A0127,Cultivo de plantas para bebidas,108.15
2018-02-01,A0127,Cultivo de plantas para bebidas,110.36
2018-03-01,A0127,Cultivo de plantas para bebidas,112.9
2018-04-01,A0127,Cultivo de plantas para bebidas,114.0
2018-05-01,A0127,Cultivo de plantas para bebidas,120.37
2018-06-01,A0127,Cultivo de plantas para bebidas,115.31
2018-07-01,A0127,Cultivo de plantas para bebidas,115.51
2018-08-01,A0127,Cultivo de plantas para bebidas,112.87
2018-09-01,A0127,Cultivo de plantas para bebidas,115.27
2018-10-01,A0127,Cultivo de plantas para bebidas,111.47
2018-11-01,A0127,Cultivo de plantas para bebidas,114.1
2018-12-01,A0127,Cultivo de plantas para bebidas,113.29
2019-01-01,A0127,Cultivo de plantas para bebidas,115.17
2019-02-01,A0127,Cultivo de plantas para bebidas,114.64
2019-03-01,A0127,Cultivo de plantas para bebidas,114.41
2019-04-01,A0127,Cultivo de plantas para bebidas,115.65
2019-05-01,A0127,Cultivo de plantas para bebidas,116.32
2019-06-01,A0127,Cultivo de plantas para bebidas,116.63
2019-07-01,A0127,Cultivo de plantas para bebidas,115.43
2019-08-01,A0127,Cultivo de plantas para bebidas,117.45
2019-09-01,A0127,Cultivo de plantas para bebidas,115.05
2019-10-01,A0127,Cultivo de plantas para bebidas,116.1
2019-11-01,A0127,Cultivo de plantas para bebidas,114.43
2019-12-01,A0127,Cultivo de plantas para bebidas,133.78
2020-01-01,A0127,Cultivo de plantas para bebidas,133.62
2020-02-01,A0127,Cultivo de plantas para bebidas,136.91
2020-03-01,A0127,Cultivo de plantas para bebidas,134.31
2020-04-01,A0127,Cultivo de plantas para bebidas,125.76
2020-05-01,A0127,Cultivo de plantas para bebidas,128.3
2020-06-01,A0127,Cultivo de plantas para bebidas,128.85
2020-07-01,A0127,Cultivo de plantas para bebidas,128.31
2020-08-01,A0127,Cultivo de plantas para bebidas,128.76
2020-09-01,A0127,Cultivo de plantas para bebidas,132.33
2020-10-01,A0127,Cultivo de plantas para bebidas,126.37
2020-11-01,A0127,Cultivo de plantas para bebidas,126.05
2020-12-01,A0127,Cultivo de plantas para bebidas,128.04
2021-01-01,A0127,Cultivo de plantas para bebidas,127.79
2021-02-01,A0127,Cultivo de plantas para bebidas,126.58
2021-03-01,A0127,Cultivo de plantas para bebidas,127.09
2021-04-01,A0127,Cultivo de plantas para bebidas,125.88
2021-05-01,A0127,Cultivo de plantas para bebidas,125.15
2021-06-01,A0127,Cultivo de plantas para bebidas,124.96
2021-07-01,A0127,Cultivo de plantas para bebidas,124.79
2021-08-01,A0127,Cultivo de plantas para bebidas,137.57
2021-09-01,A0127,Cultivo de plantas para bebidas,141.07
2021-10-01,A0127,Cultivo de plantas para bebidas,141.02
2021-11-01,A0127,Cultivo de plantas para bebidas,137.26
2021-12-01,A0127,Cultivo de plantas para bebidas,135.7
2022-01-01,A0127,Cultivo de plantas para bebidas,142.21
2022-02-01,A0127,Cultivo de plantas para bebidas,146.43
2022-03-01,A0127,Cultivo de plantas para bebidas,145.98
2022-04-01,A0127,Cultivo de plantas para bebidas,145.7
2022-05-01,A0127,Cultivo de plantas para bebidas,145.65
2022-06-01,A0127,Cultivo de plantas para bebidas,147.71
2022-07-01,A0127,Cultivo de plantas para bebidas,148.39
2022-08-01,A0127,Cultivo de plantas para bebidas,163.0
2022-09-01,A0127,Cultivo de plantas para bebidas,172.91
2022-10-01,A0127,Cultivo de plantas para bebidas,172.31
2022-11-01,A0127,Cultivo de plantas para bebidas,170.79
2022-12-01,A0127,Cultivo de plantas para bebidas,165.65
2023-01-01,A0127,Cultivo de plantas para bebidas,168.03
2023-02-01,A0127,Cultivo de plantas para bebidas,169.05
2023-03-01,A0127,Cultivo de plantas para bebidas,169.95
2023-04-01,A0127,Cultivo de plantas para bebidas,173.45
2023-05-01,A0127,Cultivo de plantas para bebidas,196.49
2023-06-01,A0127,Cultivo de plantas para bebidas,188.79
2023-07-01,A0127,Cultivo de plantas para bebidas,182.59
2023-08-01,A0127,Cultivo de plantas para bebidas,186.54
2023-09-01,A0127,Cultivo de plantas para bebidas,190.35
2023-10-01,A0127,Cultivo de plantas para bebidas,180.75
2023-11-01,A0127,Cultivo de plantas para bebidas,182.28
2023-12-01,A0127,Cultivo de plantas para bebidas,185.26
2024-01-01,A0127,Cultivo de plantas para bebidas,193.05
2024-02-01,A0127,Cultivo de plantas para bebidas,217.98
2024-03-01,A0127,Cultivo de plantas para bebidas,247.11
2024-04-01,A0127,Cultivo de plantas para bebidas,284.24
2024-05-01,A0127,Cultivo de plantas para bebidas,272.89
2024-06-01,A0127,Cultivo de plantas para bebidas,276.18
2024-07-01,A0127,Cultivo de plantas para bebidas,259.17
2024-08-01,A0127,Cultivo de plantas para bebidas,269.85
2024-09-01,A0127,Cultivo de plantas para bebidas,274.96
2024-10-01,A0127,Cultivo de plantas para bebidas,270.89
2024-11-01,A0127,Cultivo de plantas para bebidas,260.86
2024-12-01,A0127,Cultivo de plantas para bebidas,277.4
2025-01-01,A0127,Cultivo de plantas para bebidas,316.94
2025-02-01,A0127,Cultivo de plantas para bebidas,297.02
2025-03-01,A0127,Cultivo de plantas para bebidas,312.6
2025-04-01,A0127,Cultivo de plantas para bebidas,316.84
2001-01-01,C1073,Elaboracion de cacao y chocolate,49.4
2001-02-01,C1073,Elaboracion de cacao y chocolate,49.08
2001-03-01,C1073,Elaboracion de cacao y chocolate,49.69
2001-04-01,C1073,Elaboracion de cacao y chocolate,50.21
2001-05-01,C1073,Elaboracion de cacao y chocolate,50.29
2001-06-01,C1073,Elaboracion de cacao y chocolate,50.96
2001-07-01,C1073,Elaboracion de cacao y chocolate,51.01
2001-08-01,C1073,Elaboracion de cacao y chocolate,51.01
2001-09-01,C1073,Elaboracion de cacao y chocolate,51.04
2001-10-01,C1073,Elaboracion de cacao y chocolate,51.18
2001-11-01,C1073,Elaboracion de cacao y chocolate,51.26
2001-12-01,C1073,Elaboracion de cacao y chocolate,53.21
2002-01-01,C1073,Elaboracion de cacao y chocolate,54.16
2002-02-01,C1073,Elaboracion de cacao y chocolate,54.28
2002-03-01,C1073,Elaboracion de cacao y chocolate,54.28
2002-04-01,C1073,Elaboracion de cacao y chocolate,54.32
2002-05-01,C1073,Elaboracion de cacao y chocolate,55.09
2002-06-01,C1073,Elaboracion de cacao y chocolate,55.06
2002-07-01,C1073,Elaboracion de cacao y chocolate,55.04
2002-08-01,C1073,Elaboracion de cacao y chocolate,54.97
2002-09-01,C1073,Elaboracion de cacao y chocolate,55.79
2002-10-01,C1073,Elaboracion de cacao y chocolate,55.78
2002-11-01,C1073,Elaboracion de cacao y chocolate,56.69
2002-12-01,C1073,Elaboracion de cacao y chocolate,56.77
2003-01-01,C1073,Elaboracion de cacao y chocolate,56.77
2003-02-01,C1073,Elaboracion de cacao y chocolate,56.76
2003-03-01,C1073,Elaboracion de cacao y chocolate,56.69
2003-04-01,C1073,Elaboracion de cacao y chocolate,58.43
2003-05-01,C1073,Elaboracion de cacao y chocolate,58.44
2003-06-01,C1073,Elaboracion de cacao y chocolate,58.32
2003-07-01,C1073,Elaboracion de cacao y chocolate,58.11
2003-08-01,C1073,Elaboracion de cacao y chocolate,56.71
2003-09-01,C1073,Elaboracion de cacao y chocolate,56.93
2003-10-01,C1073,Elaboracion de cacao y chocolate,57.08
2003-11-01,C1073,Elaboracion de cacao y chocolate,57.08
2003-12-01,C1073,Elaboracion de cacao y chocolate,57.12
2004-01-01,C1073,Elaboracion de cacao y chocolate,56.28
2004-02-01,C1073,Elaboracion de cacao y chocolate,55.27
2004-03-01,C1073,Elaboracion de cacao y chocolate,55.17
2004-04-01,C1073,Elaboracion de cacao y chocolate,55.17
2004-05-01,C1073,Elaboracion de cacao y chocolate,55.14
2004-06-01,C1073,Elaboracion de cacao y chocolate,55.32
2004-07-01,C1073,Elaboracion de cacao y chocolate,55.16
2004-08-01,C1073,Elaboracion de cacao y chocolate,55.94
2004-09-01,C1073,Elaboracion de cacao y chocolate,55.95
2004-10-01,C1073,Elaboracion de cacao y chocolate,55.99
2004-11-01,C1073,Elaboracion de cacao y chocolate,55.95
2004-12-01,C1073,Elaboracion de cacao y chocolate,55.94
2005-01-01,C1073,Elaboracion de cacao y chocolate,56.86
2005-02-01,C1073,Elaboracion de cacao y chocolate,56.91
2005-03-01,C1073,Elaboracion de cacao y chocolate,56.97
2005-04-01,C1073,Elaboracion de cacao y chocolate,57.04
2005-05-01,C1073,Elaboracion de cacao y chocolate,57.01
2005-06-01,C1073,Elaboracion de cacao y chocolate,57.33
2005-07-01,C1073,Elaboracion de cacao y chocolate,57.66
2005-08-01,C1073,Elaboracion de cacao y chocolate,57.66
2005-09-01,C1073,Elaboracion de cacao y chocolate,57.66
2005-10-01,C1073,Elaboracion de cacao y chocolate,57.67
2005-11-01,C1073,Elaboracion de cacao y chocolate,57.63
2005-12-01,C1073,Elaboracion de cacao y chocolate,57.58
2006-01-01,C1073,Elaboracion de cacao y chocolate,59.52
2006-02-01,C1073,Elaboracion de cacao y chocolate,60.62
2006-03-01,C1073,Elaboracion de cacao y chocolate,60.65
2006-04-01,C1073,Elaboracion de cacao y chocolate,60.95
2006-05-01,C1073,Elaboracion de cacao y chocolate,63.05
2006-06-01,C1073,Elaboracion de cacao y chocolate,64.16
2006-07-01,C1073,Elaboracion de cacao y chocolate,65.18
2006-08-01,C1073,Elaboracion de cacao y chocolate,65.17
2006-09-01,C1073,Elaboracion de cacao y chocolate,65.89
2006-10-01,C1073,Elaboracion de cacao y chocolate,65.95
2006-11-01,C1073,Elaboracion de cacao y chocolate,65.95
2006-12-01,C1073,Elaboracion de cacao y chocolate,66.03
2007-01-01,C1073,Elaboracion de cacao y chocolate,66.03
2007-02-01,C1073,Elaboracion de cacao y chocolate,65.73
2007-03-01,C1073,Elaboracion de cacao y chocolate,65.64
2007-04-01,C1073,Elaboracion de cacao y chocolate,65.7
2007-05-01,C1073,Elaboracion de cacao y chocolate,65.77
2007-06-01,C1073,Elaboracion de cacao y chocolate,65.77
2007-07-01,C1073,Elaboracion de cacao y chocolate,65.64
2007-08-01,C1073,Elaboracion de cacao y chocolate,65.61
2007-09-01,C1073,Elaboracion de cacao y chocolate,65.61
2007-10-01,C1073,Elaboracion de cacao y chocolate,66.2
2007-11-01,C1073,Elaboracion de cacao y chocolate,66.05
2007-12-01,C1073,Elaboracion de cacao y chocolate,66.05
2008-01-01,C1073,Elaboracion de cacao y chocolate,65.86
2008-02-01,C1073,Elaboracion de cacao y chocolate,65.75
2008-03-01,C1073,Elaboracion de cacao y chocolate,66.62
2008-04-01,C1073,Elaboracion de cacao y chocolate,66.76
2008-05-01,C1073,Elaboracion de cacao y chocolate,66.74
2008-06-01,C1073,Elaboracion de cacao y chocolate,68.11
2008-07-01,C1073,Elaboracion de cacao y chocolate,73.95
2008-08-01,C1073,Elaboracion de cacao y chocolate,73.93
2008-09-01,C1073,Elaboracion de cacao y chocolate,73.76
2008-10-01,C1073,Elaboracion de cacao y chocolate,73.76
2008-11-01,C1073,Elaboracion de cacao y chocolate,73.76
2008-12-01,C1073,Elaboracion de cacao y chocolate,73.76
2009-01-01,C1073,Elaboracion de cacao y chocolate,73.87
2009-02-01,C1073,Elaboracion de cacao y chocolate,73.76
2009-03-01,C1073,Elaboracion de cacao y chocolate,73.81
2009-04-01,C1073,Elaboracion de cacao y chocolate,74.54
2009-05-01,C1073,Elaboracion de cacao y chocolate,74.05
2009-06-01,C1073,Elaboracion de cacao y chocolate,74.05
2009-07-01,C1073,Elaboracion de cacao y chocolate,73.97
2009-08-01,C1073,Elaboracion de cacao y chocolate,73.97
2009-09-01,C1073,Elaboracion de cacao y chocolate,73.97
2009-10-01,C1073,Elaboracion de cacao y chocolate,73.89
2009-11-01,C1073,Elaboracion de cacao y chocolate,74.19
2009-12-01,C1073,Elaboracion de cacao y chocolate,78.27
2010-01-01,C1073,Elaboracion de cacao y chocolate,78.7
2010-02-01,C1073,Elaboracion de cacao y chocolate,78.99
2010-03-01,C1073,Elaboracion de cacao y chocolate,79.9
2010-04-01,C1073,Elaboracion de cacao y chocolate,79.9
2010-05-01,C1073,Elaboracion de cacao y chocolate,80.41
2010-06-01,C1073,Elaboracion de cacao y chocolate,80.64
2010-07-01,C1073,Elaboracion de cacao y chocolate,80.64
2010-08-01,C1073,Elaboracion de cacao y chocolate,86.66
2010-09-01,C1073,Elaboracion de cacao y chocolate,87.02
2010-10-01,C1073,Elaboracion de cacao y chocolate,88.05
2010-11-01,C1073,Elaboracion de cacao y chocolate,89.86
2010-12-01,C1073,Elaboracion de cacao y chocolate,91.57
2011-01-01,C1073,Elaboracion de cacao y chocolate,94.29
2011-02-01,C1073,Elaboracion de cacao y chocolate,94.98
2011-03-01,C1073,Elaboracion de cacao y chocolate,94.98
2011-04-01,C1073,Elaboracion de cacao y chocolate,95.55
2011-05-01,C1073,Elaboracion de cacao y chocolate,95.55
2011-06-01,C1073,Elaboracion de cacao y chocolate,95.59
2011-07-01,C1073,Elaboracion de cacao y chocolate,96.79
2011-08-01,C1073,Elaboracion de cacao y chocolate,98.15
2011-09-01,C1073,Elaboracion de cacao y chocolate,98.28
2011-10-01,C1073,Elaboracion de cacao y chocolate,98.33
2011-11-01,C1073,Elaboracion de cacao y chocolate,98.36
2011-12-01,C1073,Elaboracion de cacao y chocolate,99.96
2012-01-01,C1073,Elaboracion de cacao y chocolate,100.39
2012-02-01,C1073,Elaboracion de cacao y chocolate,100.34
2012-03-01,C1073,Elaboracion de cacao y chocolate,100.19
2012-04-01,C1073,Elaboracion de cacao y chocolate,100.15
2012-05-01,C1073,Elaboracion de cacao y chocolate,100.15
2012-06-01,C1073,Elaboracion de cacao y chocolate,100.27
2012-07-01,C1073,Elaboracion de cacao y chocolate,100.91
2012-08-01,C1073,Elaboracion de cacao y chocolate,101.64
2012-09-01,C1073,Elaboracion de cacao y chocolate,101.58
2012-10-01,C1073,Elaboracion de cacao y chocolate,101.34
2012-11-01,C1073,Elaboracion de cacao y chocolate,101.3
2012-12-01,C1073,Elaboracion de cacao y chocolate,101.05
2013-01-01,C1073,Elaboracion de cacao y chocolate,101.3
2013-02-01,C1073,Elaboracion de cacao y chocolate,101.3
2013-03-01,C1073,Elaboracion de cacao y chocolate,101.5
2013-04-01,C1073,Elaboracion de cacao y chocolate,101.7
2013-05-01,C1073,Elaboracion de cacao y chocolate,101.95
2013-06-01,C1073,Elaboracion de cacao y chocolate,101.87
2013-07-01,C1073,Elaboracion de cacao y chocolate,101.59
2013-08-01,C1073,Elaboracion de cacao y chocolate,100.41
2013-09-01,C1073,Elaboracion de cacao y chocolate,99.24
2013-10-01,C1073,Elaboracion de cacao y chocolate,99.02
2013-11-01,C1073,Elaboracion de cacao y chocolate,98.94
2013-12-01,C1073,Elaboracion de cacao y chocolate,98.78
2014-01-01,C1073,Elaboracion de cacao y chocolate,99.31
2014-02-01,C1073,Elaboracion de cacao y chocolate,99.39
2014-03-01,C1073,Elaboracion de cacao y chocolate,99.31
2014-04-01,C1073,Elaboracion de cacao y chocolate,99.39
2014-05-01,C1073,Elaboracion de cacao y chocolate,99.68
2014-06-01,C1073,Elaboracion de cacao y chocolate,100.57
2014-07-01,C1073,Elaboracion de cacao y chocolate,100.53
2014-08-01,C1073,Elaboracion de cacao y chocolate,100.81
2014-09-01,C1073,Elaboracion de cacao y chocolate,100.81
2014-10-01,C1073,Elaboracion de cacao y chocolate,100.81
2014-11-01,C1073,Elaboracion de cacao y chocolate,100.81
2014-12-01,C1073,Elaboracion de cacao y chocolate,100.69
2015-01-01,C1073,Elaboracion de cacao y chocolate,100.69
2015-02-01,C1073,Elaboracion de cacao y chocolate,100.69
2015-03-01,C1073,Elaboracion de cacao y chocolate,100.53
2015-04-01,C1073,Elaboracion de cacao y chocolate,100.53
2015-05-01,C1073,Elaboracion de cacao y chocolate,100.69
2015-06-01,C1073,Elaboracion de cacao y chocolate,101.41
2015-07-01,C1073,Elaboracion de cacao y chocolate,101.38
2015-08-01,C1073,Elaboracion de cacao y chocolate,101.38
2015-09-01,C1073,Elaboracion de cacao y chocolate,101.36
2015-10-01,C1073,Elaboracion de cacao y chocolate,101.36
2015-11-01,C1073,Elaboracion de cacao y chocolate,101.37
2015-12-01,C1073,Elaboracion de cacao y chocolate,101.38
2016-01-01,C1073,Elaboracion de cacao y chocolate,101.38
2016-02-01,C1073,Elaboracion de cacao y chocolate,101.32
2016-03-01,C1073,Elaboracion de cacao y chocolate,101.32
2016-04-01,C1073,Elaboracion de cacao y chocolate,101.32
2016-05-01,C1073,Elaboracion de cacao y chocolate,101.32
2016-06-01,C1073,Elaboracion de cacao y chocolate,98.45
2016-07-01,C1073,Elaboracion de cacao y chocolate,98.45
2016-08-01,C1073,Elaboracion de cacao y chocolate,98.45
2016-09-01,C1073,Elaboracion de cacao y chocolate,98.45
2016-10-01,C1073,Elaboracion de cacao y chocolate,98.45
2016-11-01,C1073,Elaboracion de cacao y chocolate,98.45
2016-12-01,C1073,Elaboracion de cacao y chocolate,98.45
2017-01-01,C1073,Elaboracion de cacao y chocolate,98.86
2017-02-01,C1073,Elaboracion de cacao y chocolate,98.86
2017-03-01,C1073,Elaboracion de cacao y chocolate,101.31
2017-04-01,C1073,Elaboracion de cacao y chocolate,101.31
2017-05-01,C1073,Elaboracion de cacao y chocolate,98.67
2017-06-01,C1073,Elaboracion de cacao y chocolate,98.67
2017-07-01,C1073,Elaboracion de cacao y chocolate,98.55
2017-08-01,C1073,Elaboracion de cacao y chocolate,98.96
2017-09-01,C1073,Elaboracion de cacao y chocolate,99.25
2017-10-01,C1073,Elaboracion de cacao y chocolate,98.96
2017-11-01,C1073,Elaboracion de cacao y chocolate,98.96
2017-12-01,C1073,Elaboracion de cacao y chocolate,98.96
2018-01-01,C1073,Elaboracion de cacao y chocolate,98.96
2018-02-01,C1073,Elaboracion de cacao y chocolate,97.97
2018-03-01,C1073,Elaboracion de cacao y chocolate,97.97
2018-04-01,C1073,Elaboracion de cacao y chocolate,96.7
2018-05-01,C1073,Elaboracion de cacao y chocolate,98.98
2018-06-01,C1073,Elaboracion de cacao y chocolate,100.61
2018-07-01,C1073,Elaboracion de cacao y chocolate,100.73
2018-08-01,C1073,Elaboracion de cacao y chocolate,101.17
2018-09-01,C1073,Elaboracion de cacao y chocolate,100.29
2018-10-01,C1073,Elaboracion de cacao y chocolate,99.81
2018-11-01,C1073,Elaboracion de cacao y chocolate,99.81
2018-12-01,C1073,Elaboracion de cacao y chocolate,100.59
2019-01-01,C1073,Elaboracion de cacao y chocolate,96.08
2019-02-01,C1073,Elaboracion de cacao y chocolate,96.08
2019-03-01,C1073,Elaboracion de cacao y chocolate,96.08
2019-04-01,C1073,Elaboracion de cacao y chocolate,96.08
2019-05-01,C1073,Elaboracion de cacao y chocolate,96.08
2019-06-01,C1073,Elaboracion de cacao y chocolate,96.08
2019-07-01,C1073,Elaboracion de cacao y chocolate,96.08
2019-08-01,C1073,Elaboracion de cacao y chocolate,95.71
2019-09-01,C1073,Elaboracion de cacao y chocolate,95.71
2019-10-01,C1073,Elaboracion de cacao y chocolate,97.27
2019-11-01,C1073,Elaboracion de cacao y chocolate,97.27
2019-12-01,C1073,Elaboracion de cacao y chocolate,97.27
2020-01-01,C1073,Elaboracion de cacao y chocolate,98.02
2020-02-01,C1073,Elaboracion de cacao y chocolate,98.01
2020-03-01,C1073,Elaboracion de cacao y chocolate,98.12
2020-04-01,C1073,Elaboracion de cacao y chocolate,98.12
2020-05-01,C1073,Elaboracion de cacao y chocolate,97.75
2020-06-01,C1073,Elaboracion de cacao y chocolate,97.75
2020-07-01,C1073,Elaboracion de cacao y chocolate,97.75
2020-08-01,C1073,Elaboracion de cacao y chocolate,97.16
2020-09-01,C1073,Elaboracion de cacao y chocolate,97.16
2020-10-01,C1073,Elaboracion de cacao y chocolate,97.16
2020-11-01,C1073,Elaboracion de cacao y chocolate,97.16
2020-12-01,C1073,Elaboracion de cacao y chocolate,99.12
2021-01-01,C1073,Elaboracion de cacao y chocolate,99.12
2021-02-01,C1073,Elaboracion de cacao y chocolate,99.27
2021-03-01,C1073,Elaboracion de cacao y chocolate,99.27
2021-04-01,C1073,Elaboracion de cacao y chocolate,99.27
2021-05-01,C1073,Elaboracion de cacao y chocolate,103.75
2021-06-01,C1073,Elaboracion de cacao y chocolate,103.23
2021-07-01,C1073,Elaboracion de cacao y chocolate,104.79
2021-08-01,C1073,Elaboracion de cacao y chocolate,102.6
2021-09-01,C1073,Elaboracion de cacao y chocolate,103.52
2021-10-01,C1073,Elaboracion de cacao y chocolate,103.17
2021-11-01,C1073,Elaboracion de cacao y chocolate,105.19
2021-12-01,C1073,Elaboracion de cacao y chocolate,105.19
2022-01-01,C1073,Elaboracion de cacao y chocolate,104.82
2022-02-01,C1073,Elaboracion de cacao y chocolate,106.85
2022-03-01,C1073,Elaboracion de cacao y chocolate,107.31
2022-04-01,C1073,Elaboracion de cacao y chocolate,107.18
2022-05-01,C1073,Elaboracion de cacao y chocolate,107.55
2022-06-01,C1073,Elaboracion de cacao y chocolate,107.87
2022-07-01,C1073,Elaboracion de cacao y chocolate,108.83
2022-08-01,C1073,Elaboracion de cacao y chocolate,108.76
2022-09-01,C1073,Elaboracion de cacao y chocolate,108.72
2022-10-01,C1073,Elaboracion de cacao y chocolate,108.8
2022-11-01,C1073,Elaboracion de cacao y chocolate,108.8
2022-12-01,C1073,Elaboracion de cacao y chocolate,108.74
2023-01-01,C1073,Elaboracion de cacao y chocolate,110.75
2023-02-01,C1073,Elaboracion de cacao y chocolate,111.64
2023-03-01,C1073,Elaboracion de cacao y chocolate,111.64
2023-04-01,C1073,Elaboracion de cacao y chocolate,111.6
2023-05-01,C1073,Elaboracion de cacao y chocolate,111.6
2023-06-01,C1073,Elaboracion de cacao y chocolate,111.64
2023-07-01,C1073,Elaboracion de cacao y chocolate,112.1
2023-08-01,C1073,Elaboracion de cacao y chocolate,112.79
2023-09-01,C1073,Elaboracion de cacao y chocolate,112.67
2023-10-01,C1073,Elaboracion de cacao y chocolate,112.67
2023-11-01,C1073,Elaboracion de cacao y chocolate,113.74
2023-12-01,C1073,Elaboracion de cacao y chocolate,114.33
2024-01-01,C1073,Elaboracion de cacao y chocolate,114.83
2024-02-01,C1073,Elaboracion de cacao y chocolate,115.53
2024-03-01,C1073,Elaboracion de cacao y chocolate,150.57
2024-04-01,C1073,Elaboracion de cacao y chocolate,175.66
2024-05-01,C1073,Elaboracion de cacao y chocolate,264.77
2024-06-01,C1073,Elaboracion de cacao y chocolate,260.75
2024-07-01,C1073,Elaboracion de cacao y chocolate,260.6
2024-08-01,C1073,Elaboracion de cacao y chocolate,256.84
2024-09-01,C1073,Elaboracion de cacao y chocolate,260.35
2024-10-01,C1073,Elaboracion de cacao y chocolate,249.53
2024-11-01,C1073,Elaboracion de cacao y chocolate,249.53
2024-12-01,C1073,Elaboracion de cacao y chocolate,253.83
2025-01-01,C1073,Elaboracion de cacao y chocolate,253.83
2025-02-01,C1073,Elaboracion de cacao y chocolate,252.81
2025-03-01,C1073,Elaboracion de cacao y chocolate,252.81
2025-04-01,C1073,Elaboracion de cacao y chocolate,245.11
2001-01-01,C29,Fabricacion de vehiculos automotores,74.13
2001-02-01,C29,Fabricacion de vehiculos automotores,74.2
2001-03-01,C29,Fabricacion de vehiculos automotores,74.23
2001-04-01,C29,Fabricacion de vehiculos automotores,74.04
2001-05-01,C29,Fabricacion de vehiculos automotores,73.91
2001-06-01,C29,Fabricacion de vehiculos automotores,73.93
2001-07-01,C29,Fabricacion de vehiculos automotores,73.96
2001-08-01,C29,Fabricacion de vehiculos automotores,73.83
2001-09-01,C29,Fabricacion de vehiculos automotores,74.11
2001-10-01,C29,Fabricacion de vehiculos automotores,74.11
2001-11-01,C29,Fabricacion de vehiculos automotores,74.13
2001-12-01,C29,Fabricacion de vehiculos automotores,73.38
2002-01-01,C29,Fabricacion de vehiculos automotores,73.46
2002-02-01,C29,Fabricacion de vehiculos automotores,73.47
2002-03-01,C29,Fabricacion de vehiculos automotores,73.47
2002-04-01,C29,Fabricacion de vehiculos automotores,73.57
2002-05-01,C29,Fabricacion de vehiculos automotores,73.59
2002-06-01,C29,Fabricacion de vehiculos automotores,73.44
2002-07-01,C29,Fabricacion de vehiculos automotores,73.45
2002-08-01,C29,Fabricacion de vehiculos automotores,73.8
2002-09-01,C29,Fabricacion de vehiculos automotores,73.8
2002-10-01,C29,Fabricacion de vehiculos automotores,73.8
2002-11-01,C29,Fabricacion de vehiculos automotores,73.49
2002-12-01,C29,Fabricacion de vehiculos automotores,73.48
2003-01-01,C29,Fabricacion de vehiculos automotores,73.46
2003-02-01,C29,Fabricacion de vehiculos automotores,74.2
2003-03-01,C29,Fabricacion de vehiculos automotores,74.21
2003-04-01,C29,Fabricacion de vehiculos automotores,74.56
2003-05-01,C29,Fabricacion de vehiculos automotores,74.55
2003-06-01,C29,Fabricacion de vehiculos automotores,74.52
2003-07-01,C29,Fabricacion de vehiculos automotores,74.52
2003-08-01,C29,Fabricacion de vehiculos automotores,74.52
2003-09-01,C29,Fabricacion de vehiculos automotores,74.51
2003-10-01,C29,Fabricacion de vehiculos automotores,74.44
2003-11-01,C29,Fabricacion de vehiculos automotores,74.95
2003-12-01,C29,Fabricacion de vehiculos automotores,74.95
2004-01-01,C29,Fabricacion de vehiculos automotores,74.95
2004-02-01,C29,Fabricacion de vehiculos automotores,75.35
2004-03-01,C29,Fabricacion de vehiculos automotores,77.08
2004-04-01,C29,Fabricacion de vehiculos automotores,77.04
2004-05-01,C29,Fabricacion de vehiculos automotores,77.07
2004-06-01,C29,Fabricacion de vehiculos automotores,77.28
2004-07-01,C29,Fabricacion de vehiculos automotores,77.2
2004-08-01,C29,Fabricacion de vehiculos automotores,77.96
2004-09-01,C29,Fabricacion de vehiculos automotores,78.02
2004-10-01,C29,Fabricacion de vehiculos automotores,78.2
2004-11-01,C29,Fabricacion de vehiculos automotores,78.1
2004-12-01,C29,Fabricacion de vehiculos automotores,78.33
2005-01-01,C29,Fabricacion de vehiculos automotores,78.61
2005-02-01,C29,Fabricacion de vehiculos automotores,77.16
2005-03-01,C29,Fabricacion de vehiculos automotores,77.14
2005-04-01,C29,Fabricacion de vehiculos automotores,77.51
2005-05-01,C29,Fabricacion de vehiculos automotores,77.52
2005-06-01,C29,Fabricacion de vehiculos automotores,77.68
2005-07-01,C29,Fabricacion de vehiculos automotores,77.69
2005-08-01,C29,Fabricacion de vehiculos automotores,77.69
2005-09-01,C29,Fabricacion de vehiculos automotores,77.72
2005-10-01,C29,Fabricacion de vehiculos automotores,77.72
2005-11-01,C29,Fabricacion de vehiculos automotores,77.75
2005-12-01,C29,Fabricacion de vehiculos automotores,77.71
2006-01-01,C29,Fabricacion de vehiculos automotores,77.75
2006-02-01,C29,Fabricacion de vehiculos automotores,78.43
2006-03-01,C29,Fabricacion de vehiculos automotores,75.36
2006-04-01,C29,Fabricacion de vehiculos automotores,75.49
